,K-O,Hi-Lo,Hi-Opt I,Hi-Opt II,Knock-Out,KISS,Zen,Omega II,Red 7,Wizard Ace,Halves,No Strategy
518,50.3967,49.7839,50.0894,51.0804,50.4213,49.9718,49.8842,50.6518,50.1174,48.9684,50.1755,50.8491
519,50.3942,49.7738,50.1015,51.0364,50.4275,49.9561,49.8914,50.626,50.119,48.9827,50.1629,50.8405
520,50.4039,49.7813,50.1205,51.0414,50.4075,49.9719,49.8794,50.6265,50.0995,48.9881,50.201,50.8424
521,50.4501,49.8183,50.1116,51.0342,50.4276,49.9737,49.8971,50.6219,50.0976,48.99,50.1745,50.8355
522,50.4475,49.8204,50.0835,51.0374,50.406,49.986,49.8798,50.6398,50.1461,49.0006,50.1567,50.8427
523,50.4328,49.819,50.0677,51.0301,50.407,49.9826,49.9061,50.6386,50.1736,48.9712,50.179,50.8323
524,50.4251,49.8333,50.0693,51.0126,50.4027,49.9217,49.9202,50.6184,50.1577,48.9749,50.1613,50.8099
525,50.4191,49.8215,50.0329,51.0486,50.4037,49.9514,49.9117,50.6535,50.1764,48.9733,50.1973,50.8101
526,50.4286,49.8581,50.0397,51.0431,50.3926,49.9428,49.9067,50.654,50.1623,48.9614,50.2091,50.8172
527,50.4346,49.8532,50.0724,51.0515,50.4193,49.9515,49.912,50.6562,50.1672,48.9529,50.2121,50.8226
528,50.4389,49.8466,50.0585,51.0374,50.4168,49.9534,49.9087,50.6894,50.1393,48.9238,50.2031,50.8453
529,50.4278,49.8452,50.0446,51.0303,50.4195,49.9345,49.8934,50.6658,50.1202,48.9259,50.2096,50.8351
530,50.4236,49.8558,50.0497,51.0369,50.4546,49.9071,49.8834,50.6423,50.1182,48.933,50.2143,50.8283
531,50.4143,49.832,50.0565,51.0333,50.4452,49.9313,49.8596,50.6223,50.0872,48.9041,50.2122,50.8147
532,50.4067,49.8187,50.0734,51.0245,50.4546,49.9434,49.8599,50.6365,50.0888,48.853,50.2135,50.7721
533,50.3992,49.8156,50.0886,51.0005,50.4571,49.9179,49.8755,50.6523,50.0818,48.8551,50.2268,50.7723
534,50.3764,49.8091,50.1463,50.9868,50.4698,49.9556,49.8434,50.6561,50.0646,48.8795,50.2468,50.7675
535,50.3841,49.7839,50.1324,50.9849,50.4571,49.954,49.8114,50.6871,50.0374,48.8714,50.2429,50.7763
536,50.4206,49.7843,50.1322,50.9746,50.4647,50.0068,49.7948,50.6943,50.0576,48.8836,50.2102,50.751
537,50.4181,49.7746,50.159,50.9526,50.4875,50.0187,49.7918,50.7403,50.0897,48.8857,50.1777,50.7581
538,50.4005,49.7395,50.1773,50.9273,50.5421,49.9881,49.8243,50.717,50.081,48.8725,50.2128,50.7771
539,50.388,49.7315,50.1635,50.9222,50.531,50.0152,49.8162,50.7207,50.1011,48.8476,50.2124,50.7638
540,50.446,49.7354,50.1935,50.892,50.5401,49.9797,49.8434,50.7261,50.0942,48.8733,50.175,50.7793
541,50.4167,49.7561,50.173,50.8854,50.524,49.9697,49.8572,50.7131,50.0655,48.8552,50.1881,50.7593
542,50.4026,49.7615,50.1592,50.9055,50.528,49.968,49.8608,50.7001,50.0603,48.854,50.1744,50.7511
543,50.4185,49.7888,50.1556,50.9072,50.5437,49.953,49.8577,50.7156,50.0418,48.8628,50.164,50.7397
544,50.4443,49.7858,50.1186,50.8856,50.5427,49.9614,49.8613,50.7042,50.0802,48.8917,50.1737,50.745
545,50.4352,49.8046,50.1084,50.9139,50.5284,49.9916,49.8566,50.7196,50.095,48.8837,50.1734,50.7587
546,50.4742,49.7983,50.1082,50.9155,50.5441,49.9599,49.8585,50.69,50.1015,48.9207,50.1548,50.7423
547,50.4999,49.7837,50.1312,50.9072,50.558,49.9783,49.8604,50.6456,50.0897,48.9293,50.1313,50.7543
548,50.5006,49.7641,50.1061,50.9304,50.6049,49.9551,49.8507,50.6461,50.1293,48.9695,50.1692,50.7164
549,50.5047,49.7629,50.0844,50.9122,50.612,49.9502,49.8477,50.6648,50.1423,48.9665,50.1324,50.7034
550,50.5071,49.7849,50.1024,50.9072,50.6208,49.9768,49.8612,50.6767,50.1701,48.9419,50.1785,50.7022
551,50.5062,49.8051,50.0956,50.8891,50.641,49.9652,49.8317,50.6591,50.2044,48.9455,50.188,50.7357
552,50.4823,49.7988,50.0938,50.9187,50.6316,49.9603,49.8238,50.6447,50.2353,48.9392,50.1976,50.7955
553,50.4699,49.786,50.0772,50.9335,50.6026,49.9555,49.8652,50.6813,50.2579,48.9444,50.1874,50.8023
554,50.4658,49.7979,50.0541,50.9056,50.6277,49.9473,49.8589,50.703,50.2558,48.9216,50.2149,50.8189
555,50.4519,49.7982,50.0704,50.9219,50.6168,49.9277,49.8624,50.705,50.2635,48.9038,50.1834,50.8569
556,50.4332,49.7708,50.0719,50.917,50.5864,49.9409,49.8709,50.6973,50.2467,48.9107,50.2207,50.8275
557,50.4097,49.8088,50.0538,50.9284,50.5772,49.9083,49.8841,50.683,50.2495,48.8947,50.2415,50.8506
558,50.4106,49.8124,50.0635,50.9446,50.5697,49.9003,49.8909,50.6753,50.2898,48.8705,50.2623,50.8474
559,50.4568,49.8013,50.0731,50.9494,50.5833,49.8939,49.9138,50.6578,50.3023,48.8709,50.2699,50.8132
560,50.4592,49.8309,50.0957,50.9736,50.5838,49.9316,49.9432,50.6713,50.2871,48.855,50.2711,50.828
561,50.4665,49.8069,50.1053,50.9913,50.5779,49.9024,49.9206,50.6604,50.2963,48.8424,50.269,50.8233
562,50.4608,49.804,50.1116,50.996,50.5914,49.8978,49.9288,50.6318,50.3022,48.8493,50.2572,50.83
563,50.4487,49.8302,50.1081,51.0152,50.5775,49.9012,49.9241,50.6581,50.2823,48.8789,50.2535,50.8561
564,50.464,49.8402,50.1063,51.0069,50.5846,49.8755,49.9049,50.6392,50.2867,48.8614,50.2546,50.887
565,50.4584,49.8469,50.0933,50.9923,50.5659,49.8854,49.8922,50.6493,50.2765,48.8618,50.2301,50.8531
566,50.4768,49.8408,50.0771,50.9842,50.5921,49.9001,49.8764,50.645,50.2728,48.8316,50.2554,50.8484
567,50.4871,49.8346,50.093,50.9921,50.5703,49.8986,49.8718,50.6535,50.2996,48.8272,50.2565,50.8453
568,50.4528,49.8141,50.088,50.9871,50.5708,49.9374,49.8352,50.6203,50.2991,48.8213,50.2209,50.8518
569,50.4599,49.8288,50.0783,51.0156,50.5619,49.9359,49.8387,50.648,50.2922,48.8249,50.2461,50.8471
570,50.4623,49.8387,50.1196,50.9724,50.5323,49.9472,49.8166,50.6357,50.298,48.8542,50.2568,50.8425
571,50.4361,49.839,50.0907,50.9612,50.5029,49.9489,49.8026,50.6728,50.3102,48.8673,50.277,50.8649
572,50.4654,49.8345,50.0731,50.939,50.4893,49.9362,49.7934,50.6827,50.2922,48.8868,50.2591,50.857
573,50.4456,49.8141,50.0619,50.9627,50.4948,49.9268,49.7795,50.6625,50.2616,48.8824,50.2681,50.8428
574,50.4212,49.7986,50.0839,50.901,50.4529,49.9158,49.7815,50.6819,50.2501,48.8891,50.312,50.8605
575,50.422,49.8147,50.0774,50.9025,50.4663,49.9207,49.785,50.6918,50.2402,48.8799,50.3194,50.8669
576,50.4103,49.8293,50.0773,50.9073,50.4419,49.9351,49.8343,50.6748,50.2729,48.9325,50.333,50.8686
577,50.441,49.8296,50.0772,50.8837,50.449,49.9288,49.8299,50.6626,50.2472,48.9564,50.3403,50.8497
578,50.4214,49.8362,50.0723,50.8666,50.4607,49.9653,49.7971,50.6427,50.2546,48.9456,50.3853,50.8404
579,50.4269,49.8679,50.0785,50.8714,50.4661,49.989,49.7818,50.6478,50.262,48.9427,50.38,50.8058
580,50.4059,49.8446,50.1159,50.8558,50.4607,49.9953,49.7947,50.6514,50.2694,48.9351,50.326,50.8107
581,50.3772,49.8402,50.1236,50.848,50.4739,50.0157,49.7872,50.6331,50.2518,48.915,50.3349,50.7811
582,50.3532,49.8483,50.0968,50.8762,50.4746,50.0345,49.7907,50.6679,50.2342,48.9201,50.3171,50.7766
583,50.3417,49.8345,50.0904,50.8965,50.4847,50.0266,49.8254,50.6481,50.2291,48.936,50.29,50.7863
584,50.3489,49.8192,50.0762,50.8857,50.4699,50.0437,49.8101,50.6423,50.2613,48.9332,50.2973,50.7724
585,50.3607,49.8288,50.0823,50.8951,50.4675,49.9953,49.8135,50.6304,50.2283,48.949,50.2953,50.7664
586,50.3554,49.8369,50.0977,50.906,50.4466,49.9798,49.7875,50.651,50.2481,48.9633,50.2823,50.7932
587,50.3764,49.8232,50.082,50.906,50.449,49.972,49.7847,50.6824,50.2337,48.9665,50.302,50.826
588,50.4035,49.8204,50.0912,50.9014,50.4667,49.9535,49.7805,50.6704,50.2333,48.9543,50.3231,50.8417
589,50.4289,49.8253,50.1373,50.8829,50.4367,49.9226,49.8163,50.6523,50.2252,48.9576,50.3087,50.831
590,50.439,49.8426,50.1494,50.8722,50.4145,49.918,49.8213,50.6666,50.2433,48.9609,50.3236,50.8698
591,50.4428,49.8459,50.1368,50.8661,50.3985,49.9182,49.8385,50.6501,50.2521,48.9426,50.3292,50.8205
592,50.4314,49.8493,50.1473,50.8524,50.384,49.9121,49.8495,50.6367,50.2732,48.9521,50.3194,50.8469
593,50.4505,49.871,50.1502,50.8388,50.3498,49.8985,49.8207,50.6495,50.2436,48.9646,50.3189,50.8239
594,50.4711,49.8774,50.1774,50.8267,50.3965,49.9217,49.8439,50.6682,50.2386,48.951,50.2985,50.8225
595,50.4673,49.8485,50.1863,50.8146,50.373,49.9187,49.8228,50.6915,50.2153,48.9588,50.3209,50.8549
596,50.4498,49.8457,50.1814,50.8102,50.3724,49.9265,49.7865,50.6675,50.2058,48.9651,50.3356,50.8872
597,50.4445,49.8688,50.1659,50.7937,50.3809,49.9251,49.799,50.6588,50.2116,48.9562,50.3259,50.8765
598,50.4483,49.8721,50.1732,50.8121,50.3727,49.9191,49.81,50.6562,50.2294,48.9534,50.3482,50.8934
599,50.4445,49.8693,50.1623,50.8092,50.3554,49.9772,49.8042,50.6596,50.2397,48.9658,50.3688,50.9086
600,50.4438,49.8422,50.1454,50.8079,50.3714,50.0091,49.7849,50.6676,50.2438,48.9827,50.344,50.8767
601,50.4401,49.853,50.1058,50.8036,50.3754,50.0,49.7655,50.6514,50.2192,48.9662,50.3449,50.8737
602,50.4543,49.8563,50.0966,50.7916,50.3461,49.9909,49.7478,50.6759,50.2415,48.98,50.3172,50.8661
603,50.4326,49.8384,50.1115,50.7783,50.3426,49.9924,49.7467,50.6703,50.2532,48.953,50.3664,50.8678
604,50.4453,49.8296,50.1068,50.792,50.3165,49.9834,49.7742,50.6902,50.2663,48.9382,50.3703,50.8452
605,50.4446,49.845,50.1231,50.7862,50.313,49.9985,49.7761,50.6846,50.2613,48.9535,50.3517,50.8393
606,50.4319,49.8603,50.1409,50.7775,50.3154,49.9864,49.766,50.6804,50.2879,48.9538,50.3811,50.8288
607,50.4476,49.8275,50.1407,50.7762,50.3,49.997,49.7589,50.6539,50.2829,48.9435,50.3909,50.8395
608,50.4409,49.8592,50.1554,50.7719,50.2831,50.0345,49.7667,50.6632,50.2974,48.9797,50.3813,50.8351
609,50.406,49.834,50.1507,50.7721,50.2574,50.0225,49.7522,50.6443,50.2775,48.9694,50.3927,50.8578
610,50.4098,49.8418,50.1668,50.7738,50.2332,50.015,49.7064,50.6581,50.2592,48.9831,50.392,50.8474
611,50.4136,49.8748,50.1636,50.7755,50.2076,50.0343,49.686,50.6748,50.2766,49.031,50.3929,50.8609
612,50.4188,49.875,50.1767,50.795,50.1969,50.0403,49.7237,50.6885,50.2762,49.0296,50.3997,50.8804
613,50.4566,49.8708,50.2001,50.7923,50.2025,50.0506,49.7345,50.7215,50.2535,49.0565,50.3693,50.8864
614,50.4396,49.8799,50.1998,50.76,50.2066,50.0401,49.7349,50.6951,50.256,49.0268,50.3643,50.8865
615,50.4227,49.8593,50.1817,50.7528,50.1989,50.0475,49.722,50.697,50.2349,49.0239,50.3741,50.9072
616,50.4382,49.8743,50.208,50.7678,50.1721,50.0681,49.7328,50.6885,50.2552,49.0107,50.3676,50.9443
617,50.455,49.848,50.2003,50.8121,50.1644,50.0769,49.7053,50.7006,50.2518,48.9931,50.3464,50.9264
618,50.4528,49.8394,50.2352,50.8064,50.1686,50.0989,49.7131,50.6907,50.2353,48.9785,50.3325,50.9028
619,50.4141,49.8337,50.2451,50.8065,50.1639,50.0899,49.6739,50.6866,50.2496,48.989,50.3511,50.95
620,50.3827,49.8487,50.2286,50.8082,50.1885,50.1104,49.6788,50.6797,50.2668,48.9891,50.3256,50.9514
621,50.3762,49.8695,50.2458,50.8186,50.1955,50.1146,49.6969,50.6771,50.2824,48.9966,50.3427,50.9323
622,50.3902,49.8404,50.2279,50.8216,50.1893,50.1438,49.7105,50.6599,50.2761,49.0026,50.3304,50.9293
623,50.3982,49.8641,50.2202,50.8421,50.1585,50.1582,49.7256,50.672,50.2626,48.9969,50.3314,50.9322
624,50.4266,49.8497,50.1995,50.8699,50.1597,50.1492,49.7173,50.6694,50.2578,49.0102,50.3541,50.9058
625,50.4071,49.8295,50.218,50.8467,50.1638,50.1329,49.7177,50.6451,50.2588,49.0453,50.3681,50.9335
626,50.3978,49.8444,50.238,50.8381,50.1679,50.1239,49.7312,50.6426,50.2511,49.0773,50.3559,50.9378
627,50.3741,49.8533,50.2536,50.8541,50.1763,50.1077,49.7302,50.6416,50.2333,49.0846,50.3409,50.9277
628,50.3907,49.839,50.2778,50.8572,50.1818,50.0959,49.7263,50.6232,50.22,49.1049,50.32,50.9073
629,50.3887,49.8321,50.2759,50.8673,50.2016,50.1016,49.7094,50.6078,50.1936,49.1049,50.2892,50.9102
630,50.4168,49.8526,50.2509,50.8401,50.1841,50.1246,49.7156,50.5982,50.1789,49.1107,50.2599,50.9131
631,50.4204,49.86,50.2807,50.843,50.1565,50.1157,49.7117,50.6001,50.1872,49.115,50.258,50.9117
632,50.394,49.8703,50.2774,50.8474,50.1519,50.1314,49.7007,50.6164,50.1726,49.1251,50.2835,50.9117
633,50.4177,49.8346,50.3057,50.8532,50.1617,50.1355,49.6911,50.6111,50.1737,49.125,50.2859,50.9233
634,50.4228,49.8549,50.3081,50.8347,50.1615,50.1223,49.6787,50.5915,50.1649,49.1135,50.297,50.9305
635,50.4577,49.8681,50.3047,50.8491,50.1612,50.0934,49.6792,50.5792,50.2118,49.112,50.2764,50.9175
636,50.4684,49.8554,50.3128,50.8706,50.1453,50.0761,49.6625,50.5725,50.2201,49.1091,50.286,50.9275
637,50.4592,49.8714,50.3152,50.8763,50.1536,50.0845,49.6731,50.5788,50.2254,49.1376,50.2556,50.9218
638,50.4599,49.8273,50.3133,50.8878,50.1591,50.0973,49.6693,50.5821,50.2294,49.1975,50.258,50.9175
639,50.4251,49.8148,50.2957,50.8836,50.156,50.0928,49.647,50.5542,50.2347,49.1788,50.269,50.8932
640,50.4018,49.8321,50.3293,50.9006,50.1486,50.0742,49.659,50.5491,50.2542,49.1446,50.2473,50.8818
641,50.4097,49.8395,50.3572,50.9134,50.1541,50.0683,49.6794,50.5411,50.2694,49.1473,50.2171,50.9118
642,50.4147,49.8454,50.3524,50.9233,50.1835,50.0739,49.694,50.5389,50.2789,49.1315,50.2125,50.9132
643,50.4098,49.823,50.3377,50.905,50.1691,50.0596,49.6988,50.538,50.2982,49.106,50.2207,50.9203
644,50.4162,49.8487,50.3513,50.912,50.1731,50.0553,49.7374,50.5372,50.333,49.1172,50.2203,50.9514
645,50.4029,49.8617,50.3282,50.9092,50.1826,50.0354,49.7505,50.5744,50.3212,49.1059,50.2157,50.923
646,50.4177,49.9013,50.3291,50.9303,50.2006,50.0424,49.7607,50.5679,50.3236,49.1186,50.2098,50.9569
647,50.4451,49.8987,50.3174,50.9401,50.1835,50.0592,49.7568,50.6147,50.3146,49.1355,50.239,50.9555
648,50.4179,49.9269,50.3225,50.9359,50.158,50.0648,49.7277,50.5998,50.3113,49.1255,50.247,50.9667
649,50.4535,49.9411,50.2982,50.947,50.1368,50.0506,49.745,50.6044,50.2996,49.1423,50.2508,50.9455
650,50.4361,49.944,50.3215,50.9512,50.1492,50.0702,49.7356,50.5937,50.2838,49.1535,50.27,50.9707
651,50.4618,49.9692,50.3182,50.933,50.1225,50.0645,49.7387,50.5789,50.2945,49.1646,50.271,50.9776
652,50.4778,49.9497,50.3205,50.9552,50.1376,50.0364,49.7378,50.5766,50.308,49.1994,50.265,50.9664
653,50.4951,49.9651,50.2992,50.9676,50.1457,50.0391,49.7033,50.5924,50.2797,49.1923,50.2535,50.9341
654,50.5137,49.9889,50.3001,50.9411,50.1635,50.0977,49.7066,50.5943,50.2682,49.188,50.2308,50.9229
655,50.4936,50.0042,50.2761,50.9397,50.1854,50.0794,49.7139,50.6059,50.2955,49.1697,50.2221,50.9034
656,50.4873,50.0111,50.2964,50.93,50.1782,50.0724,49.731,50.6078,50.32,49.1779,50.2204,50.8881
657,50.4921,50.0028,50.2918,50.9341,50.1945,50.082,49.7245,50.6041,50.3153,49.1722,50.2021,50.8923
658,50.4872,50.0,50.25,50.9561,50.2079,50.0832,49.7235,50.588,50.319,49.1735,50.2087,50.891
659,50.4961,49.9931,50.2592,50.9368,50.1609,50.0651,49.7143,50.6119,50.3158,49.1595,50.2084,50.8883
660,50.4775,49.9862,50.2547,50.9423,50.1524,50.0526,49.7244,50.5904,50.3222,49.1581,50.2039,50.916
661,50.4809,50.0014,50.2653,50.9614,50.1398,50.0566,49.7138,50.5827,50.3382,49.1538,50.2311,50.9118
662,50.4857,49.989,50.2704,50.9339,50.1287,50.0469,49.7156,50.5557,50.3486,49.1565,50.2377,50.8869
663,50.4344,49.9794,50.27,50.9298,50.1394,50.0881,49.7133,50.5878,50.3687,49.1522,50.2442,50.8663
664,50.4487,49.9671,50.2477,50.9312,50.131,50.0839,49.6835,50.6019,50.3503,49.1741,50.2383,50.8747
665,50.4181,49.9466,50.246,50.927,50.1172,50.0535,49.6731,50.5997,50.3498,49.1876,50.2776,50.883
666,50.4229,49.959,50.2429,50.9242,50.1143,50.0507,49.6927,50.6083,50.367,49.193,50.2868,50.8885
667,50.4168,49.9645,50.2411,50.9147,50.1168,50.0506,49.7082,50.6169,50.346,49.2092,50.2904,50.8721
668,50.4013,49.97,50.2476,50.9241,50.1072,50.0273,49.7072,50.6119,50.3468,49.2118,50.2573,50.8667
669,50.4183,49.9687,50.2445,50.9268,50.1002,50.0382,49.7049,50.5961,50.3382,49.2129,50.242,50.9118
670,50.4393,49.962,50.2482,50.9363,50.1068,50.0177,49.6864,50.5925,50.335,49.1951,50.2402,50.8955
671,50.4562,49.9796,50.2302,50.9376,50.0824,50.0163,49.6597,50.5956,50.321,49.2302,50.2196,50.89
672,50.4703,49.9959,50.2326,50.9403,50.0849,50.0163,49.6413,50.5772,50.3246,49.2314,50.2368,50.905
673,50.4831,49.9905,50.2336,50.9551,50.0875,50.0014,49.6378,50.575,50.3268,49.2244,50.227,50.9146
674,50.4864,50.0041,50.2616,50.9362,50.0981,50.0,49.6464,50.5728,50.329,49.2364,50.2456,50.9404
675,50.483,50.0108,50.2787,50.9389,50.0819,50.0095,49.6267,50.5342,50.3178,49.2348,50.2304,50.9308
676,50.481,50.031,50.2809,50.9738,50.0858,50.05,49.6138,50.5321,50.328,49.2077,50.2301,50.9443
677,50.503,50.0229,50.2658,50.9804,50.0897,50.0351,49.6385,50.5421,50.3208,49.2142,50.2392,50.9227
678,50.4929,50.0054,50.2493,50.9844,50.1123,50.0202,49.631,50.5346,50.2962,49.2208,50.2361,50.9227
679,50.4788,49.9799,50.2409,50.9668,50.1188,50.0202,49.6356,50.5538,50.3306,49.2152,50.2197,50.9119
680,50.4568,49.9799,50.2312,50.94,50.1252,50.0,49.6508,50.5597,50.3328,49.2217,50.2288,50.9132
681,50.4415,49.984,50.2402,50.9306,50.1171,49.996,49.6661,50.5628,50.3256,49.1961,50.2324,50.9079
682,50.4422,49.9746,50.2065,50.9425,50.1209,49.9639,49.6772,50.57,50.2905,49.1933,50.2214,50.9119
683,50.4668,49.9707,50.1903,50.9452,50.1181,49.9706,49.683,50.5319,50.2941,49.2025,50.2251,50.9053
684,50.4807,49.9814,50.2325,50.9477,50.1166,49.9733,49.6662,50.5192,50.3096,49.2209,50.2181,50.892
685,50.5064,50.012,50.2521,50.9742,50.1138,49.9947,49.6826,50.4999,50.2972,49.2168,50.2218,50.904
686,50.5149,50.0013,50.2729,50.9477,50.1109,49.9774,49.6672,50.5243,50.3087,49.2219,50.2161,50.888
687,50.4997,50.004,50.2725,50.9489,50.1503,49.9548,49.6345,50.5183,50.3254,49.2337,50.188,50.9053
688,50.499,50.004,50.2748,50.9528,50.1646,49.9575,49.6271,50.4951,50.3276,49.2295,50.1745,50.9226
689,50.5022,49.9868,50.2994,50.9462,50.1368,49.9483,49.6026,50.5023,50.3126,49.2584,50.1716,50.9398
690,50.508,49.9815,50.324,50.937,50.1366,49.9405,49.6124,50.5292,50.3082,49.2555,50.1595,50.9345
691,50.5007,49.9842,50.3341,50.9501,50.1324,49.9617,49.6288,50.4956,50.3064,49.2369,50.158,50.9265
692,50.4817,50.0026,50.3428,50.9579,50.127,49.938,49.6635,50.4844,50.3218,49.2222,50.1683,50.9358
693,50.4614,49.9961,50.3357,50.9683,50.1046,49.9644,49.6929,50.4915,50.3291,49.1983,50.1785,50.9463
694,50.4568,49.9974,50.3287,50.993,50.1279,49.9684,49.6933,50.4804,50.3169,49.2074,50.173,50.954
695,50.4418,50.0026,50.3374,51.0295,50.1251,49.9698,49.699,50.5058,50.2955,49.1954,50.1872,50.9474
696,50.423,49.9935,50.35,51.0294,50.125,49.9449,49.7007,50.509,50.2977,49.211,50.1712,50.9697
697,50.4341,49.9752,50.3495,51.0122,50.1131,49.9502,49.7155,50.516,50.296,49.199,50.1697,50.9683
698,50.4153,49.9883,50.3164,51.003,50.1272,49.9255,49.7146,50.5309,50.2981,49.2237,50.1616,50.9591
699,50.416,49.9661,50.3121,50.9938,50.1413,49.9569,49.7176,50.5016,50.3081,49.2339,50.1653,50.9551
700,50.4244,49.9675,50.3181,50.9898,50.1553,49.94,49.6972,50.4996,50.309,49.2194,50.1338,50.9576
701,50.4355,49.9649,50.3112,50.9767,50.1538,49.9648,49.6808,50.4949,50.2917,49.2244,50.1285,50.9744
702,50.4439,49.9468,50.3146,50.956,50.1717,49.9519,49.6968,50.4994,50.2951,49.206,50.1529,50.9848
703,50.4458,49.9326,50.3181,50.9366,50.1882,49.9468,49.6933,50.4845,50.2896,49.2253,50.1566,51.0055
704,50.4414,49.9198,50.3125,50.9365,50.1815,49.9429,49.6627,50.4838,50.2943,49.2445,50.1486,51.0313
705,50.4317,49.9302,50.3184,50.9468,50.1863,49.9417,49.6864,50.505,50.2862,49.2456,50.1497,51.0583
706,50.4298,49.942,50.3193,50.9159,50.1951,49.9159,49.6817,50.494,50.2639,49.2441,50.1469,51.0348
707,50.4203,49.9433,50.3137,50.9377,50.1974,49.8851,49.6963,50.4818,50.2763,49.2336,50.1621,51.0282
708,50.4043,49.9511,50.3081,50.9441,50.2112,49.8814,49.7135,50.4759,50.299,49.2372,50.1516,51.037
709,50.4242,49.9332,50.291,50.9568,50.2147,49.8828,49.6959,50.4894,50.2922,49.2704,50.1578,51.033
710,50.4555,49.9153,50.3047,50.9606,50.208,49.8701,49.7168,50.4823,50.2969,49.2714,50.1537,50.9943
711,50.4599,49.9116,50.2992,50.9375,50.1873,49.8677,49.7006,50.5033,50.271,49.2878,50.1407,50.9904
712,50.4529,49.9079,50.3064,50.926,50.1782,49.8718,49.724,50.5141,50.2591,49.2824,50.1571,51.0057
713,50.446,49.9195,50.306,50.9209,50.2046,49.8899,49.7448,50.5133,50.2562,49.2822,50.1888,51.0069
714,50.425,49.9196,50.3043,50.9247,50.2068,49.9182,49.7376,50.5139,50.2304,49.2959,50.1733,51.0259
715,50.4321,49.9083,50.2975,50.9438,50.2294,49.9247,49.7494,50.5411,50.2453,49.2765,50.1641,51.0143
716,50.4542,49.9402,50.2895,50.9462,50.2101,49.9235,49.7447,50.5416,50.2437,49.2788,50.155,50.9899
717,50.4372,49.9403,50.3169,50.95,50.2098,49.9249,49.7463,50.5497,50.2396,49.2938,50.1345,50.9924
718,50.4795,49.9188,50.2937,50.9449,50.212,49.9339,49.7568,50.5439,50.243,49.3213,50.1153,51.0215
719,50.4763,49.905,50.2946,50.9663,50.2243,49.9568,49.7419,50.5431,50.2528,49.3121,50.1164,51.0074
720,50.4706,49.9203,50.3169,50.9725,50.229,49.9746,49.7221,50.5764,50.2386,49.327,50.1087,50.9756
721,50.4662,49.9179,50.3013,50.9661,50.2162,49.9709,49.7124,50.5681,50.2521,49.3355,50.106,50.9919
722,50.4617,49.9054,50.2997,50.9724,50.1983,49.9861,49.7065,50.5636,50.2442,49.3377,50.1096,51.0247
723,50.4561,49.8904,50.2716,50.9635,50.1767,50.0038,49.7081,50.5691,50.225,49.3588,50.1258,51.0472
724,50.4367,49.8792,50.2763,50.986,50.169,50.0189,49.7525,50.562,50.2059,49.3156,50.1156,51.0369
725,50.4648,49.8945,50.2784,50.9834,50.1825,50.0353,49.7453,50.5838,50.2018,49.3027,50.0979,51.028
726,50.4642,49.8883,50.2517,50.9671,50.186,50.044,49.7595,50.5767,50.2066,49.2761,50.1253,50.9976
727,50.4685,49.8923,50.2526,50.962,50.182,50.054,49.7648,50.5796,50.2313,49.2696,50.1226,51.0314
728,50.4704,49.8599,50.2335,50.942,50.168,50.0552,49.7401,50.5701,50.2297,49.2405,50.1137,51.0651
729,50.4921,49.8563,50.222,50.9245,50.1554,50.0451,49.7442,50.5581,50.2406,49.2266,50.0973,51.07
730,50.5138,49.8765,50.2067,50.9232,50.1564,50.02,49.7408,50.5599,50.2353,49.2676,50.1109,51.0635
731,50.5143,49.9165,50.2065,50.8934,50.1426,49.9938,49.7574,50.5591,50.2275,49.2736,50.1145,51.0745
732,50.5013,49.9079,50.2049,50.8822,50.1547,49.9688,49.7651,50.5708,50.2483,49.2721,50.1106,51.0793
733,50.4993,49.918,50.2406,50.8971,50.1521,49.9801,49.7469,50.5811,50.2381,49.2805,50.1142,51.0741
734,50.4875,49.9119,50.2403,50.891,50.1407,49.9851,49.7422,50.5841,50.2167,49.2778,50.1326,51.0713
735,50.4635,49.9257,50.2573,50.8762,50.127,49.9863,49.7537,50.5648,50.2164,49.2837,50.1337,51.0649
736,50.4727,49.9456,50.2458,50.8947,50.1441,49.9504,49.7368,50.5566,50.1976,49.3033,50.1137,51.0659
737,50.4966,49.937,50.2406,50.8689,50.1451,49.9678,49.7112,50.5411,50.2047,49.308,50.1198,51.0496
738,50.4984,49.9309,50.2575,50.8615,50.1473,49.9703,49.7067,50.5379,50.1934,49.2855,50.1332,51.0791
739,50.494,49.9322,50.2854,50.8641,50.1533,49.9469,49.7489,50.5076,50.2177,49.2778,50.1416,51.0542
740,50.5081,49.9335,50.2986,50.8629,50.1543,49.9519,49.7431,50.5241,50.2113,49.2813,50.1377,51.0219
741,50.4988,49.9115,50.2932,50.8593,50.1553,49.9581,49.7471,50.5357,50.2012,49.2749,50.1756,51.0218
742,50.5091,49.9104,50.2904,50.8508,50.1404,49.9348,49.7499,50.5288,50.2058,49.2722,50.1705,51.0253
743,50.5182,49.8946,50.3145,50.8374,50.1085,49.9275,49.7331,50.5342,50.1994,49.267,50.1568,51.0313
744,50.5236,49.8996,50.3128,50.8571,50.1145,49.9411,49.7384,50.5299,50.2077,49.2717,50.1504,51.0324
745,50.5424,49.8753,50.2929,50.8743,50.1277,49.9375,49.7473,50.5024,50.1855,49.2776,50.1441,51.0126
746,50.5343,49.8498,50.2791,50.8597,50.13,49.9535,49.7415,50.5151,50.2096,49.2761,50.1403,51.0038
