,No Strategy
3660,49.978
3661,49.9808
3662,49.982
3663,49.9786
3664,49.9818
3665,49.9821
3666,49.9801
3667,49.9818
3668,49.9816
3669,49.9888
3670,49.989
3671,49.9928
3672,49.9883
3673,49.9891
3674,49.991
3675,49.9906
3676,49.9925
3677,49.994
3678,49.9916
3679,49.996
3680,49.9965
3681,49.9926
3682,49.9923
3683,49.9921
3684,49.998
3685,49.9948
3686,49.9941
3687,49.9913
3688,49.9901
3689,49.9879
3690,49.9913
3691,49.9876
3692,49.9869
3693,49.9802
3694,49.9817
3695,49.9805
3696,49.979
3697,49.9815
3698,49.9884
3699,49.9909
3700,49.9901
3701,49.9894
3702,49.9943
3703,49.9909
3704,49.9869
3705,49.9892
3706,49.9864
3707,49.9867
3708,49.9877
3709,49.986
3710,49.9869
3711,49.9867
3712,49.9916
3713,49.9956
3714,49.9948
3715,49.9966
3716,49.9966
3717,49.9968
3718,50.002
3719,49.9983
3720,49.9985
3721,50.0005
3722,50.0027
3723,50.0025
3724,50.0074
3725,50.0054
3726,50.012
3727,50.0125
3728,50.0211
3729,50.0201
3730,50.0176
3731,50.0215
3732,50.0196
3733,50.0228
3734,50.0225
3735,50.0235
3736,50.0274
3737,50.0237
3738,50.0259
3739,50.0222
3740,50.0203
3741,50.0212
3742,50.021
3743,50.0259
3744,50.0222
3745,50.022
3746,50.0217
3747,50.019
3748,50.0183
3749,50.0151
3750,50.0139
3751,50.0141
3752,50.0105
3753,50.0097
3754,50.0083
3755,50.0044
3756,50.0027
3757,50.0022
3758,49.9995
3759,50.0046
3760,50.0049
3761,50.0075
3762,50.0053
3763,50.0068
3764,50.0075
3765,50.0104
3766,50.0075
3767,50.0085
3768,50.0058
3769,50.0048
3770,50.0041
3771,50.0051
3772,50.0039
3773,50.0056
3774,50.0044
3775,50.0063
3776,50.006
3777,50.0015
3778,49.9985
3779,49.9993
3780,49.9993
3781,49.9988
3782,50.001
3783,49.9983
3784,50.0019
3785,50.0024
3786,50.0031
3787,49.9976
3788,49.9986
3789,49.9988
3790,49.9966
3791,49.9908
3792,49.9858
3793,49.987
3794,49.9863
3795,49.9851
3796,49.9836
3797,49.9832
3798,49.9861
3799,49.9885
3800,49.9918
3801,49.9863
3802,49.9844
3803,49.987
3804,49.9887
3805,49.993
3806,49.9966
3807,49.9962
3808,49.9959
3809,49.9935
3810,49.9933
3811,49.9942
3812,49.9962
3813,49.9909
3814,49.9947
3815,49.9933
3816,49.9931
3817,49.9928
3818,49.9957
3819,49.9921
3820,49.9933
3821,49.995
3822,49.9974
3823,49.9986
3824,49.9936
3825,49.9981
3826,49.9959
3827,49.9971
3828,50.0002
3829,50.0026
3830,49.9979
3831,49.9979
3832,50.0014
3833,49.999
3834,50.0021
3835,50.0014
3836,49.9971
3837,49.999
3838,49.9967
3839,49.9993
3840,49.9986
3841,49.9969
3842,49.9967
3843,49.9974
3844,49.9964
3845,49.9936
3846,49.996
3847,49.9953
3848,49.9983
3849,49.9988
3850,49.9979
3851,49.9967
3852,49.9964
3853,49.9941
3854,49.9929
3855,49.9934
3856,49.9915
3857,49.9964
3858,49.9972
3859,49.9941
3860,49.9941
3861,49.9898
3862,49.9875
3863,49.9872
3864,49.9872
3865,49.9879
3866,49.9913
3867,49.9953
3868,49.995
3869,49.9946
3870,49.9899
3871,49.9891
3872,49.9908
3873,49.9929
3874,49.9882
3875,49.9866
3876,49.9854
3877,49.9903
3878,49.9859
3879,49.9816
3880,49.9774
3881,49.9774
3882,49.972
3883,49.9748
3884,49.9762
3885,49.973
3886,49.977
3887,49.9742
3888,49.9758
3889,49.9749
3890,49.9765
3891,49.977
3892,49.9751
3893,49.977
3894,49.9796
3895,49.9761
3896,49.9782
3897,49.978
3898,49.9794
3899,49.9808
3900,49.982
3901,49.9792
3902,49.9829
3903,49.9789
3904,49.9752
3905,49.978
3906,49.9729
3907,49.9708
3908,49.9755
3909,49.9759
3910,49.9722
3911,49.9699
3912,49.9692
3913,49.9718
3914,49.9725
3915,49.9683
3916,49.9729
3917,49.9729
3918,49.9767
3919,49.9769
3920,49.976
3921,49.9737
3922,49.9762
3923,49.9762
3924,49.9774
3925,49.98
3926,49.9793
3927,49.9791
3928,49.9765
3929,49.9742
3930,49.9714
3931,49.9768
3932,49.9747
3933,49.9733
3934,49.9761
3935,49.9812
3936,49.9773
3937,49.9798
3938,49.9828
3939,49.984
3940,49.9835
3941,49.9838
3942,49.9845
3943,49.9854
3944,49.987
3945,49.9833
3946,49.9854
3947,49.9819
3948,49.9796
3949,49.978
3950,49.9785
3951,49.9822
3952,49.9831
3953,49.9831
3954,49.9854
3955,49.9873
3956,49.9868
3957,49.9848
3958,49.9827
3959,49.9806
3960,49.9864
3961,49.9878
3962,49.9864
3963,49.9894
3964,49.9908
3965,49.9919
3966,49.988
3967,49.9871
3968,49.9894
3969,49.9894
3970,49.9903
3971,49.9867
3972,49.9885
3973,49.9968
3974,49.9938
3975,49.9924
3976,49.9917
3977,49.9933
3978,49.9908
3979,49.9929
3980,49.9959
3981,49.9947
3982,49.994
3983,49.9947
3984,49.9892
3985,49.9929
3986,49.995
3987,49.9952
3988,49.9899
3989,49.9952
3990,49.9982
3991,49.9991
3992,49.9995
3993,49.9998
3994,49.9993
3995,50.0002
3996,50.0005
3997,50.0032
3998,50.0041
3999,50.0059
4000,50.0075
4001,50.0073
4002,50.0046
4003,50.0078
4004,50.0103
4005,50.013
4006,50.0139
4007,50.0148
4008,50.018
4009,50.0148
4010,50.0112
4011,50.0139
4012,50.015
4013,50.0116
4014,50.0107
4015,50.0134
4016,50.015
4017,50.0182
4018,50.0171
4019,50.0155
4020,50.0157
4021,50.0139
4022,50.0091
4023,50.0089
4024,50.0054
4025,50.0091
4026,50.0082
4027,50.0043
4028,50.0054
4029,50.0088
4030,50.0088
4031,50.0048
4032,50.0072
4033,50.0075
4034,50.0072
4035,50.0023
4036,50.0095
4037,50.0111
4038,50.0086
4039,50.0075
4040,50.0104
4041,50.0156
4042,50.0165
4043,50.0138
4044,50.0224
4045,50.0235
4046,50.0237
4047,50.0228
4048,50.0262
4049,50.0259
4050,50.0268
4051,50.0241
4052,50.021
4053,50.025
4054,50.0259
4055,50.0264
4056,50.0241
4057,50.0252
4058,50.0223
4059,50.02
4060,50.0209
4061,50.0229
4062,50.0209
4063,50.0202
4064,50.0173
4065,50.0202
4066,50.0189
4067,50.0272
4068,50.0265
4069,50.0227
4070,50.0247
4071,50.0256
4072,50.0247
4073,50.0213
4074,50.0215
4075,50.0197
4076,50.0247
4077,50.022
4078,50.0244
4079,50.0289
4080,50.0291
4081,50.0318
4082,50.0244
4083,50.0228
4084,50.0206
4085,50.0208
4086,50.0233
4087,50.023
4088,50.0228
4089,50.0185
4090,50.0201
4091,50.025
4092,50.0208
4093,50.0234
4094,50.023
4095,50.0199
4096,50.0239
4097,50.023
4098,50.0227
4099,50.0252
4100,50.025
4101,50.0229
4102,50.0216
4103,50.0216
4104,50.0198
4105,50.0189
4106,50.0222
4107,50.0222
4108,50.0218
4109,50.0258
4110,50.0307
4111,50.0298
4112,50.028
4113,50.0278
4114,50.0242
4115,50.0238
4116,50.0229
4117,50.0211
4118,50.0235
4119,50.0251
4120,50.0275
4121,50.0315
4122,50.0286
4123,50.0288
4124,50.0286
4125,50.0297
4126,50.0301
4127,50.0294
4128,50.0274
4129,50.0281
4130,50.0268
4131,50.0259
4132,50.0263
4133,50.0263
4134,50.0232
4135,50.023
4136,50.0241
4137,50.0276
4138,50.0272
4139,50.0247
4140,50.0252
4141,50.0238
4142,50.0196
4143,50.0196
4144,50.0187
4145,50.0174
4146,50.0201
4147,50.0216
4148,50.0189
4149,50.0209
4150,50.0189
4151,50.0156
4152,50.015
4153,50.015
4154,50.0183
4155,50.0169
4156,50.0145
4157,50.0187
4158,50.0189
4159,50.0196
4160,50.0255
4161,50.0222
4162,50.025
4163,50.0228
4164,50.0237
4165,50.0224
4166,50.0195
4167,50.018
4168,50.0241
4169,50.0217
4170,50.0234
4171,50.0243
4172,50.0237
4173,50.025
4174,50.0239
4175,50.0201
4176,50.0199
4177,50.023
4178,50.0241
4179,50.028
4180,50.028
4181,50.0286
4182,50.0291
4183,50.0321
4184,50.0317
4185,50.0327
4186,50.0321
4187,50.0336
4188,50.0312
4189,50.0327
4190,50.0355
4191,50.0331
4192,50.0283
4193,50.0309
4194,50.0331
4195,50.0322
4196,50.0281
4197,50.0322
4198,50.0342
4199,50.0355
4200,50.0331
4201,50.0296
4202,50.0287
4203,50.032
4204,50.0293
4205,50.0274
4206,50.0237
4207,50.0241
4208,50.0237
4209,50.025
4210,50.028
4211,50.0269
4212,50.0278
4213,50.0291
4214,50.0299
4215,50.0306
4216,50.0349
4217,50.0344
4218,50.0381
4219,50.0342
4220,50.0346
4221,50.0361
4222,50.0361
4223,50.0387
4224,50.04
4225,50.04
4226,50.0383
4227,50.0402
4228,50.0449
4229,50.0462
4230,50.0486
4231,50.0525
4232,50.0497
4233,50.049
4234,50.0535
4235,50.0552
4236,50.0623
4237,50.0602
4238,50.0595
4239,50.0612
4240,50.0595
4241,50.0592
4242,50.0597
4243,50.0614
4244,50.0573
4245,50.056
4246,50.051
4247,50.0521
4248,50.0531
4249,50.0529
4250,50.0537
4251,50.0531
4252,50.0514
4253,50.0518
4254,50.0513
4255,50.0539
4256,50.0562
4257,50.0552
4258,50.0575
4259,50.0579
4260,50.0609
4261,50.0594
4262,50.0594
4263,50.0598
4264,50.06
4265,50.0628
4266,50.0604
4267,50.0585
4268,50.0572
4269,50.0584
4270,50.0543
4271,50.0503
4272,50.046
4273,50.0434
4274,50.0447
4275,50.0455
4276,50.0464
4277,50.0487
4278,50.0457
4279,50.0448
4280,50.0433
4281,50.0442
4282,50.0442
4283,50.0444
4284,50.0437
4285,50.0461
4286,50.0422
4287,50.0405
4288,50.0415
4289,50.0396
4290,50.0409
4291,50.0377
4292,50.036
4293,50.037
4294,50.0398
4295,50.0419
4296,50.0385
4297,50.0378
4298,50.0387
4299,50.041
4300,50.0397
4301,50.035
4302,50.0342
4303,50.0335
4304,50.035
4305,50.0361
4306,50.0371
4307,50.0356
4308,50.035
4309,50.0341
4310,50.0335
4311,50.0324
4312,50.0324
4313,50.033
4314,50.0339
4315,50.0343
4316,50.0334
4317,50.0309
4318,50.0341
4319,50.0317
4320,50.0328
4321,50.034
4322,50.0311
4323,50.0285
4324,50.0315
4325,50.0342
4326,50.0313
4327,50.0323
4328,50.0336
4329,50.0357
4330,50.0365
4331,50.0359
4332,50.0337
4333,50.0371
4334,50.0367
4335,50.0384
4336,50.0365
4337,50.035
4338,50.0392
4339,50.0385
4340,50.0385
4341,50.041
4342,50.0417
4343,50.0398
4344,50.0387
4345,50.0393
4346,50.0389
4347,50.0362
4348,50.037
4349,50.0353
4350,50.037
4351,50.0357
4352,50.034
4353,50.0306
4354,50.0269
4355,50.0245
4356,50.0233
4357,50.0273
4358,50.0262
4359,50.0262
4360,50.026
4361,50.026
4362,50.0276
4363,50.027
4364,50.0276
4365,50.0253
4366,50.0243
4367,50.0178
4368,50.0234
4369,50.0222
4370,50.0201
4371,50.0159
4372,50.0153
4373,50.0153
4374,50.015
4375,50.0157
4376,50.0171
4377,50.0194
4378,50.0179
4379,50.02
4380,50.0154
4381,50.0198
4382,50.0225
4383,50.0242
4384,50.0242
4385,50.0302
4386,50.03
4387,50.0312
4388,50.0306
4389,50.0312
4390,50.0341
4391,50.0302
4392,50.0356
4393,50.0403
4394,50.0416
4395,50.0395
4396,50.037
4397,50.0364
4398,50.0395
4399,50.0378
4400,50.0372
4401,50.0397
4402,50.0432
4403,50.0438
4404,50.0454
4405,50.0423
4406,50.0458
4407,50.0464
4408,50.046
4409,50.0429
4410,50.04
4411,50.0377
4412,50.0398
4413,50.0389
4414,50.0426
4415,50.041
4416,50.0393
4417,50.0393
4418,50.0376
4419,50.0414
4420,50.0376
4421,50.0389
4422,50.0366
4423,50.0359
4424,50.0413
4425,50.0405
4426,50.04
4427,50.0407
4428,50.0394
4429,50.0398
4430,50.0386
4431,50.0402
4432,50.0371
4433,50.0354
4434,50.0354
4435,50.0338
4436,50.0315
4437,50.0262
4438,50.0274
4439,50.0251
4440,50.0259
4441,50.0309
4442,50.0358
4443,50.0382
4444,50.0366
4445,50.0349
4446,50.0341
4447,50.0349
4448,50.0364
4449,50.0366
4450,50.0382
4451,50.0388
4452,50.04
4453,50.0349
4454,50.0365
4455,50.0359
4456,50.0322
4457,50.0287
4458,50.0293
4459,50.0262
4460,50.026
4461,50.0283
4462,50.0301
4463,50.0291
4464,50.0342
4465,50.0374
4466,50.037
4467,50.0346
4468,50.0368
4469,50.0395
4470,50.0374
4471,50.0339
4472,50.0368
4473,50.0349
4474,50.0394
4475,50.0388
4476,50.0416
4477,50.0435
4478,50.042
4479,50.0394
4480,50.039
4481,50.0367
4482,50.041
4483,50.0408
4484,50.0414
4485,50.0436
4486,50.044
4487,50.0466
4488,50.0421
4489,50.0381
4490,50.0352
4491,50.0376
4492,50.038
4493,50.0362
4494,50.0362
4495,50.0384
4496,50.0364
4497,50.0366
4498,50.0349
4499,50.0388
4500,50.043
4501,50.0416
4502,50.0396
4503,50.041
4504,50.0412
4505,50.0414
4506,50.0406
4507,50.0436
4508,50.047
4509,50.0464
4510,50.049
4511,50.0494
4512,50.0502
4513,50.0486
4514,50.0484
4515,50.0488
4516,50.0455
4517,50.0455
4518,50.0439
4519,50.0402
4520,50.0431
4521,50.043
4522,50.0424
4523,50.0374
4524,50.0355
4525,50.0372
4526,50.0361
4527,50.0388
4528,50.0381
4529,50.0408
4530,50.0401
4531,50.0397
4532,50.0367
4533,50.0341
4534,50.0343
4535,50.033
4536,50.0312
4537,50.0358
4538,50.0366
4539,50.0401
4540,50.0407
4541,50.041
4542,50.0404
4543,50.0398
4544,50.0416
4545,50.0402
4546,50.0422
4547,50.0418
4548,50.0392
4549,50.0394
4550,50.0396
4551,50.041
4552,50.0389
4553,50.0397
4554,50.0413
4555,50.0381
4556,50.0379
4557,50.0433
4558,50.0455
4559,50.0443
4560,50.0433
4561,50.0417
4562,50.0387
4563,50.0394
4564,50.0392
4565,50.0394
4566,50.0434
4567,50.0436
4568,50.045
4569,50.045
4570,50.0442
4571,50.0414
4572,50.0434
4573,50.0452
4574,50.0461
4575,50.0495
4576,50.0499
4577,50.0511
4578,50.0485
4579,50.0469
4580,50.0461
4581,50.0453
4582,50.0421
4583,50.0451
4584,50.0401
4585,50.0375
4586,50.0383
4587,50.0394
4588,50.0386
4589,50.038
4590,50.04
4591,50.041
4592,50.0402
4593,50.0404
4594,50.0426
4595,50.0445
4596,50.0453
4597,50.0473
4598,50.0491
4599,50.0479
4600,50.0465
4601,50.0483
4602,50.0477
4603,50.0474
4604,50.049
4605,50.0494
4606,50.0532
4607,50.0506
4608,50.0543
4609,50.0553
4610,50.0585
4611,50.0583
4612,50.0577
4613,50.0612
4614,50.062
4615,50.0612
4616,50.0594
4617,50.0606
4618,50.0602
4619,50.0671
4620,50.0645
4621,50.0627
4622,50.0615
4623,50.0648
4624,50.068
4625,50.0658
4626,50.064
4627,50.0687
4628,50.0683
4629,50.0671
4630,50.0716
4631,50.0685
4632,50.0681
4633,50.0671
4634,50.0664
4635,50.0651
4636,50.0641
4637,50.068
4638,50.0678
4639,50.0713
4640,50.0764
4641,50.0776
4642,50.077
4643,50.0797
4644,50.0856
4645,50.086
4646,50.0881
4647,50.0891
4648,50.0881
4649,50.0867
4650,50.0906
4651,50.0884
4652,50.0866
4653,50.0923
4654,50.0921
4655,50.0917
4656,50.0958
4657,50.095
4658,50.0959
4659,50.0947
4660,50.0939
4661,50.0937
4662,50.0921
4663,50.0954
4664,50.096
4665,50.0973
4666,50.1022
4667,50.1002
4668,50.1014
4669,50.1065
4670,50.1033
4671,50.1049
4672,50.107
4673,50.1105
4674,50.1097
4675,50.1057
4676,50.109
4677,50.1076
4678,50.1096
4679,50.1096
4680,50.1091
4681,50.1072
4682,50.1066
4683,50.1063
4684,50.104
4685,50.1026
4686,50.1045
4687,50.1043
4688,50.1035
4689,50.1017
4690,50.0994
4691,50.1007
4692,50.098
4693,50.0995
4694,50.0967
4695,50.0983
4696,50.0963
4697,50.0912
4698,50.0899
4699,50.0889
4700,50.0846
4701,50.0859
4702,50.0892
4703,50.0903
4704,50.0962
4705,50.0946
4706,50.0949
4707,50.0922
4708,50.0926
4709,50.0895
4710,50.091
4711,50.0886
4712,50.0849
4713,50.0836
4714,50.0828
4715,50.0808
4716,50.0763
4717,50.0759
4718,50.0761
4719,50.0751
4720,50.074
4721,50.073
4722,50.0737
4723,50.0756
4724,50.0749
4725,50.0735
4726,50.0762
4727,50.0779
4728,50.0785
4729,50.0754
4730,50.0734
4731,50.0701
4732,50.0693
4733,50.0681
4734,50.0693
4735,50.0675
4736,50.0708
4737,50.0698
4738,50.0685
4739,50.0663
4740,50.0673
4741,50.0686
4742,50.0667
4743,50.0668
4744,50.0663
4745,50.0674
4746,50.0657
4747,50.0687
4748,50.0676
4749,50.0646
4750,50.0627
4751,50.065
4752,50.0656
4753,50.0646
4754,50.0667
4755,50.0694
4756,50.0682
4757,50.0738
4758,50.0762
4759,50.0745
4760,50.0745
4761,50.0739
4762,50.0712
4763,50.0689
4764,50.071
4765,50.0696
4766,50.0694
4767,50.0702
4768,50.0719
4769,50.0749
4770,50.0728
4771,50.0762
4772,50.0808
4773,50.0808
4774,50.0823
4775,50.0848
4776,50.0809
4777,50.078
4778,50.0761
4779,50.0769
4780,50.0742
4781,50.0787
4782,50.0791
4783,50.0783
4784,50.0791
4785,50.0798
4786,50.0779
4787,50.0785
4788,50.0769
4789,50.0819
4790,50.0841
4791,50.0833
4792,50.0782
4793,50.0808
4794,50.0818
4795,50.0808
4796,50.0785
4797,50.0768
4798,50.0764
4799,50.0769
4800,50.0748
4801,50.0754
4802,50.0784
4803,50.0776
4804,50.0801
4805,50.0806
4806,50.081
4807,50.0853
4808,50.0838
4809,50.0823
4810,50.0832
4811,50.0855
4812,50.0868
4813,50.0843
4814,50.0847
4815,50.0871
4816,50.0867
4817,50.0867
4818,50.0869
4819,50.0878
4820,50.0882
4821,50.084
4822,50.0866
4823,50.087
4824,50.085
4825,50.0816
4826,50.0793
4827,50.0801
4828,50.0787
4829,50.0814
4830,50.0793
4831,50.083
4832,50.0853
4833,50.0802
4834,50.0779
4835,50.0777
4836,50.0763
4837,50.0724
4838,50.074
4839,50.0782
4840,50.0778
4841,50.0793
4842,50.0823
4843,50.0806
4844,50.0779
4845,50.0734
4846,50.0745
4847,50.0748
4848,50.0743
4849,50.0731
4850,50.0746
4851,50.0785
4852,50.0772
4853,50.0793
4854,50.0753
4855,50.0751
4856,50.073
4857,50.0777
4858,50.0764
4859,50.0733
4860,50.0756
4861,50.0773
4862,50.0776
4863,50.0778
4864,50.0832
4865,50.0838
4866,50.0824
4867,50.0804
4868,50.0781
4869,50.0773
4870,50.082
4871,50.0807
4872,50.0806
4873,50.0786
4874,50.0793
4875,50.0793
4876,50.0804
4877,50.0832
4878,50.0828
4879,50.0837
4880,50.0818
4881,50.0783
4882,50.0771
4883,50.0793
4884,50.0791
4885,50.081
4886,50.0817
4887,50.0817
4888,50.0789
4889,50.0778
4890,50.0777
4891,50.0803
4892,50.0792
4893,50.0857
4894,50.0868
4895,50.0857
4896,50.0872
4897,50.0886
4898,50.0903
4899,50.0912
4900,50.0934
4901,50.0934
4902,50.0979
4903,50.0969
4904,50.1004
4905,50.101
4906,50.0987
4907,50.1008
4908,50.1017
4909,50.1003
4910,50.1027
4911,50.1048
4912,50.1047
4913,50.1097
4914,50.1129
4915,50.1125
4916,50.1104
4917,50.1061
4918,50.105
4919,50.107
4920,50.1053
4921,50.1055
4922,50.101
4923,50.0982
4924,50.0976
4925,50.0967
4926,50.0996
4927,50.0979
4928,50.099
4929,50.1014
4930,50.1014
4931,50.1004
4932,50.1012
4933,50.0984
4934,50.0993
4935,50.0994
4936,50.0992
4937,50.0998
4938,50.0983
4939,50.1008
4940,50.101
4941,50.0997
4942,50.1
4943,50.1002
4944,50.0983
4945,50.0989
4946,50.0968
4947,50.0953
4948,50.0916
4949,50.0927
4950,50.0925
4951,50.0916
4952,50.0956
4953,50.0954
4954,50.0933
4955,50.0917
4956,50.0904
4957,50.0909
4958,50.0925
4959,50.0908
4960,50.0905
4961,50.0934
4962,50.0974
4963,50.0954
4964,50.0935
4965,50.0928
4966,50.0892
4967,50.0885
4968,50.0876
4969,50.0857
4970,50.0838
4971,50.082
4972,50.0825
4973,50.0829
4974,50.0873
4975,50.0852
4976,50.0861
4977,50.0843
4978,50.081
4979,50.0831
4980,50.0817
4981,50.0853
4982,50.0915
4983,50.0922
4984,50.0915
4985,50.0917
4986,50.0918
4987,50.0909
4988,50.0896
4989,50.0885
4990,50.0899
4991,50.0877
4992,50.0919
4993,50.0963
4994,50.0959
4995,50.0944
4996,50.0929
4997,50.0936
4998,50.0923
4999,50.0925
5000,50.0952
5001,50.0928
5002,50.0941
5003,50.0933
5004,50.092
5005,50.09
5006,50.0876
5007,50.0882
5008,50.0867
5009,50.087
5010,50.0868
5011,50.0866
5012,50.0882
5013,50.0921
5014,50.0897
5015,50.0867
5016,50.0856
5017,50.0867
5018,50.0869
5019,50.0892
5020,50.0892
5021,50.0897
5022,50.0844
5023,50.0891
5024,50.0904
5025,50.0942
5026,50.094
5027,50.0963
5028,50.0958
5029,50.0963
5030,50.0972
5031,50.0959
5032,50.0972
5033,50.0977
5034,50.0953
5035,50.0926
5036,50.0925
5037,50.0929
5038,50.0918
5039,50.0919
5040,50.0878
5041,50.0845
5042,50.0845
5043,50.0852
5044,50.0864
5045,50.0893
5046,50.0918
5047,50.0918
5048,50.0914
5049,50.0896
5050,50.0923
5051,50.0915
5052,50.0892
5053,50.089
5054,50.0895
5055,50.09
5056,50.0891
5057,50.0909
5058,50.0936
5059,50.0979
5060,50.0963
5061,50.0984
5062,50.0959
5063,50.0915
5064,50.0928
5065,50.0958
5066,50.0974
5067,50.0965
5068,50.0965
5069,50.0959
5070,50.0941
5071,50.0948
5072,50.0908
5073,50.0884
5074,50.0877
5075,50.0913
5076,50.0913
5077,50.0914
5078,50.0923
5079,50.0891
5080,50.0887
5081,50.0865
5082,50.0827
5083,50.0856
5084,50.0832
5085,50.0814
5086,50.085
5087,50.0823
5088,50.0801
5089,50.0792
5090,50.0804
5091,50.0801
5092,50.0835
5093,50.0852
5094,50.0883
5095,50.0881
5096,50.0843
5097,50.0857
5098,50.0869
5099,50.0871
5100,50.0858
5101,50.0872
5102,50.0845
5103,50.0802
5104,50.0791
5105,50.0786
5106,50.0764
5107,50.0771
5108,50.081
5109,50.0832
5110,50.0842
5111,50.0824
5112,50.0799
5113,50.079
5114,50.0786
5115,50.0761
5116,50.0743
5117,50.077
5118,50.078
5119,50.0793
5120,50.0807
5121,50.0798
5122,50.0847
5123,50.0826
5124,50.0844
5125,50.0786
5126,50.0774
5127,50.0775
5128,50.0813
5129,50.0818
5130,50.0846
5131,50.0841
5132,50.0846
5133,50.0819
5134,50.0794
5135,50.0756
5136,50.0754
5137,50.0729
5138,50.0706
5139,50.0709
5140,50.0684
5141,50.0697
5142,50.0654
5143,50.0636
5144,50.0647
5145,50.0666
5146,50.0673
5147,50.0657
5148,50.0655
5149,50.0655
5150,50.0651
5151,50.0642
5152,50.0637
5153,50.0617
5154,50.0619
5155,50.0631
5156,50.0599
5157,50.0572
5158,50.0595
5159,50.0583
5160,50.0618
5161,50.0602
5162,50.0589
5163,50.0604
5164,50.06
5165,50.0617
5166,50.0612
5167,50.0653
5168,50.0661
5169,50.0643
5170,50.067
5171,50.0684
5172,50.0698
5173,50.0703
5174,50.0719
5175,50.0676
5176,50.0692
5177,50.0672
5178,50.0674
5179,50.0642
5180,50.0669
5181,50.0684
5182,50.0688
5183,50.0702
5184,50.07
5185,50.0721
5186,50.0752
5187,50.0761
5188,50.0757
5189,50.0727
5190,50.0692
5191,50.0678
5192,50.0681
5193,50.0702
5194,50.0672
5195,50.0682
5196,50.0719
5197,50.07
5198,50.0715
5199,50.0735
5200,50.0728
5201,50.0705
5202,50.069
5203,50.0699
5204,50.0722
5205,50.0722
5206,50.0735
5207,50.0758
5208,50.0781
5209,50.0751
5210,50.0791
5211,50.0812
5212,50.0805
5213,50.0792
5214,50.0764
5215,50.0796
5216,50.0773
5217,50.076
5218,50.073
5219,50.0739
5220,50.0723
5221,50.0681
5222,50.0668
5223,50.0681
5224,50.067
5225,50.0679
5226,50.0661
5227,50.0678
5228,50.0673
5229,50.0701
5230,50.0723
5231,50.0762
5232,50.0791
5233,50.0833
5234,50.0822
5235,50.0782
5236,50.0775
5237,50.0763
5238,50.0768
5239,50.0759
5240,50.0739
5241,50.0739
5242,50.0729
5243,50.0739
5244,50.076
5245,50.076
5246,50.0779
5247,50.0777
5248,50.074
5249,50.0729
5250,50.0715
5251,50.0719
5252,50.0677
5253,50.0675
5254,50.067
5255,50.0689
5256,50.0664
5257,50.0643
5258,50.0622
5259,50.066
5260,50.0643
5261,50.0613
5262,50.0604
5263,50.0569
5264,50.0566
5265,50.0562
5266,50.0562
5267,50.0571
5268,50.0597
5269,50.0604
5270,50.0629
5271,50.0586
5272,50.0588
5273,50.0596
5274,50.0579
5275,50.0561
5276,50.0591
5277,50.0599
5278,50.0611
5279,50.0634
5280,50.063
5281,50.0628
5282,50.0626
5283,50.0598
5284,50.0571
5285,50.0558
5286,50.0581
5287,50.0572
5288,50.061
5289,50.0582
5290,50.0558
5291,50.0534
5292,50.0525
5293,50.0511
5294,50.0476
5295,50.0456
5296,50.0449
5297,50.045
5298,50.0459
5299,50.045
5300,50.0438
5301,50.0417
5302,50.041
5303,50.0403
5304,50.0413
5305,50.0393
5306,50.0425
5307,50.0382
5308,50.0372
5309,50.0337
5310,50.032
5311,50.031
5312,50.0294
5313,50.0284
5314,50.0265
5315,50.0279
5316,50.0266
5317,50.0237
5318,50.0251
5319,50.0215
5320,50.0234
5321,50.0201
5322,50.0196
5323,50.0191
5324,50.0187
5325,50.0206
5326,50.0209
5327,50.0216
5328,50.0208
5329,50.0207
5330,50.0159
5331,50.0153
5332,50.0154
5333,50.0144
5334,50.0185
5335,50.0163
5336,50.014
5337,50.0163
5338,50.0161
5339,50.0134
5340,50.0127
5341,50.0125
5342,50.0128
5343,50.0147
5344,50.0145
5345,50.0115
5346,50.0137
5347,50.0149
5348,50.0155
5349,50.0167
5350,50.0212
5351,50.02
5352,50.0188
5353,50.0176
5354,50.0184
5355,50.0195
5356,50.0189
5357,50.0177
5358,50.0159
5359,50.0159
5360,50.0176
5361,50.0155
5362,50.0124
5363,50.0102
5364,50.0082
5365,50.008
5366,50.0087
5367,50.0107
5368,50.0131
5369,50.0131
5370,50.0116
5371,50.0117
5372,50.0114
5373,50.0133
5374,50.0104
5375,50.0102
5376,50.0104
5377,50.0119
5378,50.0112
5379,50.0099
5380,50.0083
5381,50.008
5382,50.0098
5383,50.0109
5384,50.0115
5385,50.0136
5386,50.0098
5387,50.0112
5388,50.01
5389,50.0093
5390,50.0078
5391,50.0073
5392,50.0081
5393,50.0097
5394,50.0139
5395,50.0119
5396,50.0127
5397,50.0178
5398,50.0183
5399,50.0164
5400,50.0151
5401,50.0149
5402,50.0135
5403,50.014
5404,50.0166
5405,50.0194
5406,50.021
5407,50.0208
5408,50.0196
5409,50.0211
5410,50.0215
5411,50.0193
5412,50.0194
5413,50.0214
5414,50.0186
5415,50.0189
5416,50.0194
5417,50.0241
5418,50.0226
5419,50.0243
5420,50.0223
5421,50.0207
5422,50.0185
5423,50.019
5424,50.0206
5425,50.0216
5426,50.0204
5427,50.0168
5428,50.0217
5429,50.0247
5430,50.0261
5431,50.0301
5432,50.0291
